rank,gender,division,flight,pair_name,school,rating,TGRS,reachability,local_reachability,sos,local_sos,quality_wins,ts_rating,ts_mu,local_ts_mu,ts_sigma,matches_played,wins,losses,last_match_date
29,Boys,2,3,Aidan Gaskin / Matthew Wirsing,Flushing,1487.2736,1487.2736,1649,1,13.1076,11.4651,22.0437,4.2272,18.8511,25.9237,4.8746,20,7,13,2025-10-08
30,Boys,2,3,Cooper Quick / Jacob Musser,Grand Rapids Kenowa Hills,1486.47,1486.47,1649,2,8.0677,5.9414,21.5208,12.3062,24.876,33.4624,4.1899,12,7,5,2025-10-08
31,Boys,2,3,Samuel Laatz / Emmitt Spiewak,Davison,1485.8086,1485.8086,1649,0,11.9398,21.6115,14.5872,1.9218,16.1845,18.1284,4.7542,14,3,11,2025-10-08
32,Boys,2,3,Xander O'Keefe / Jaxon Bishop,Battle Creek Lakeview,1485.1769,1485.1769,1649,0,14.5337,11.7912,19.593,2.0886,16.3536,22.3286,4.755,16,3,13,2025-10-08
33,Boys,2,3,Athiya Maheswaren / Travis Vansetters,Grand Rapids Northview,1481.5575,1481.5575,1649,0,10.8005,11.4993,13.0639,3.6105,17.3868,23.3716,4.5921,15,3,12,2025-10-08
34,Boys,2,3,Reef Cuthbert / Zach Layman,Edwardsburg,1481.2625,1481.2625,1649,0,9.7466,2.2248,18.2472,5.8842,19.2695,37.8099,4.4618,17,5,12,2025-10-08
35,Boys,2,3,Nolan Jacks / Lloyd Bray,South Lyon,90.0444,90.0444,62,3,10.9871,11.2339,26.4486,17.1851,30.6622,33.5042,4.4924,8,5,3,2025-10-17
36,Boys,2,3,Liam Godin / Sam Grezlik,Dearborn Divine Child,68.3509,68.3509,43,2,6.8945,6.5125,23.4794,16.53,31.2876,32.2733,4.9192,8,6,2,2025-10-17
37,Boys,2,3,Evan Kortes / John Kazmirski,Wyandotte Roosevelt,47.3052,47.3052,20,1,10.093,8.5771,23.5527,12.3682,26.1139,30.7434,4.5819,12,6,6,2025-10-08
38,Boys,2,3,Pravanjan Dhar / Ahmad Chowdhury,Hamtramck,40.9699,40.9699,16,1,6.3039,7.623,19.4436,12.6666,27.1501,33.7046,4.8278,8,5,3,2025-10-08
39,Boys,2,3,Lukas Board / Tommy Zumstein,Milford,40.7629,40.7629,14,3,5.4265,3.8796,21.7044,16.0572,30.5283,35.0989,4.8237,10,7,3,2025-09-30
40,Boys,2,3,Kylen Rowe / reed mihalik,Allen Park,38.2065,38.2065,16,0,6.3103,7.2209,21.8734,7.6174,21.1049,23.4325,4.4958,10,5,5,2025-10-08
41,Boys,2,3,Alex Steiger / Tommy Klatt,Grosse Pointe North,36.7619,36.7619,7,1,17.3706,19.2868,17.2415,3.1983,18.5327,26.296,5.1115,18,3,15,2025-10-17
42,Boys,2,3,Madhav Nair / Brandon Ulrich,Walled Lake Central,35.2616,35.2616,4,1,13.5706,17.7233,22.0214,5.9171,21.5718,25.6624,5.2182,6,1,5,2025-10-08
43,Boys,2,3,Dominik Bowen / Hayden Brennan Turski,St Clair Shores Lakeview,34.6742,34.6742,13,1,7.6928,0.5316,17.2134,12.0938,25.7549,36.4121,4.5537,11,6,5,2025-10-08
44,Boys,2,3,Parker Smelis / Muhammad Masood,Fenton,28.1636,28.1636,10,0,7.3935,4.8791,16.2438,2.4636,16.2278,24.6579,4.5881,14,4,10,2025-10-08
45,Boys,2,3,George Curtis / Brady Curtis,Jackson,28.0089,28.0089,3,1,11.8092,10.6254,17.4674,5.1301,19.1421,24.6003,4.6707,8,2,6,2025-10-08
46,Boys,2,3,Luke Blasko / Devin DeLeon,Ypsilanti Lincoln,26.6582,26.6582,1,0,11.2222,13.1179,20.6949,0.8259,16.8824,20.349,5.3522,7,1,6,2025-10-08
47,Boys,2,3,James Marvin / Noah Gierke,Cedar Springs,24.0609,24.0609,4,0,6.8881,18.9119,10.7216,-1.0333,12.5371,16.9825,4.5235,13,3,10,2025-10-08
48,Boys,2,3,Liam Kondor / Conner Zylstra,Lowell,24.0234,24.0234,6,1,6.4136,8.8721,10.3928,2.47,16.5101,23.3842,4.68,8,2,6,2025-10-08
49,Boys,2,3,Ali Farhat / Hassan Farhat,Dearborn Heights Crestwood,20.5842,20.5842,3,0,0.5429,1.1295,16.325,6.878,22.0214,27.5007,5.0478,6,4,2,2025-10-08
50,Boys,2,3,Liam Stanley / Hunter Langford,Sterling Heights,20.3516,20.3516,3,0,5.1319,9.6338,12.2335,0.2307,13.9773,21.9263,4.5822,11,2,9,2025-10-08
